RecordingTime [ms],Time of Day [h:m:s:ms],Category Binocular,Index Binocular,Point of Regard Binocular X [px],Point of Regard Binocular Y [px],AOI Name Binocular
98327.2,01:37:22:000,Saccade,146,676.8,82.6,Spool 3
98343.9,01:37:22:017,-,-,0.0,0.0,-
98360.9,01:37:22:034,-,-,0.0,0.0,-
98377,01:37:22:050,-,-,0.0,0.0,-
98393.9,01:37:22:067,Visual Intake,1640,639.7,277.2,Spool 3
98410.2,01:37:22:083,Visual Intake,1640,639.7,277.2,Spool 3
98427.3,01:37:22:100,Visual Intake,1640,639.7,277.2,Spool 3
98443.6,01:37:22:117,Visual Intake,1640,639.7,277.2,Spool 3
98460,01:37:22:133,Visual Intake,1640,639.7,277.2,Spool 3
98477.1,01:37:22:150,Visual Intake,1640,639.7,277.2,Spool 3
98493.2,01:37:22:166,Visual Intake,1640,639.7,277.2,Spool 3
98510.3,01:37:22:183,Visual Intake,1640,639.7,277.2,Spool 3
98526.6,01:37:22:200,Visual Intake,1640,639.7,277.2,Spool 3
98543,01:37:22:216,Visual Intake,1640,639.7,277.2,Spool 3
98559.8,01:37:22:233,Saccade,147,639.7,277.2,Spool 3
98576.2,01:37:22:249,-,-,0.0,0.0,-
98592.8,01:37:22:266,-,-,0.0,0.0,-
98609.6,01:37:22:283,-,-,0.0,0.0,-
98625.9,01:37:22:299,Visual Intake,1641,706.2,-7.9,-
98642.6,01:37:22:316,Visual Intake,1641,706.2,-7.9,-
98659.1,01:37:22:332,Visual Intake,1641,706.2,-7.9,-
98676,01:37:22:349,Visual Intake,1641,706.2,-7.9,-
98692.4,01:37:22:365,Visual Intake,1641,706.2,-7.9,-
98708.9,01:37:22:382,Visual Intake,1641,706.2,-7.9,-
98725.8,01:37:22:399,Visual Intake,1641,706.2,-7.9,-
98742.1,01:37:22:415,Visual Intake,1641,706.2,-7.9,-
98758.8,01:37:22:432,Visual Intake,1641,706.2,-7.9,-
98775.6,01:37:22:449,Visual Intake,1641,706.2,-7.9,-
98791.8,01:37:22:465,Visual Intake,1641,706.2,-7.9,-
98808.4,01:37:22:481,Visual Intake,1641,706.2,-7.9,-
98825,01:37:22:498,Visual Intake,1641,706.2,-7.9,-
98842.2,01:37:22:515,Visual Intake,1641,706.2,-7.9,-
98858.3,01:37:22:531,Visual Intake,1641,706.2,-7.9,-
98874.8,01:37:22:548,Visual Intake,1641,706.2,-7.9,-
98891.5,01:37:22:564,Visual Intake,1641,706.2,-7.9,-
98908,01:37:22:581,Visual Intake,1641,706.2,-7.9,-
98925,01:37:22:598,Visual Intake,1641,706.2,-7.9,-
98941.4,01:37:22:614,Visual Intake,1641,706.2,-7.9,-
98957.7,01:37:22:631,Visual Intake,1641,706.2,-7.9,-
98974.9,01:37:22:648,Visual Intake,1641,706.2,-7.9,-
98991.2,01:37:22:664,Visual Intake,1641,706.2,-7.9,-
99007.9,01:37:22:681,Visual Intake,1641,706.2,-7.9,-
99024.6,01:37:22:698,Visual Intake,1641,706.2,-7.9,-
99040.8,01:37:22:714,Visual Intake,1641,706.2,-7.9,-
99057.7,01:37:22:731,Visual Intake,1641,706.2,-7.9,-
99074,01:37:22:747,Visual Intake,1641,706.2,-7.9,-
99090.9,01:37:22:764,-,-,706.2,-7.9,-
99107.2,01:37:22:780,-,-,0.0,0.0,-
99123.8,01:37:22:797,-,-,0.0,0.0,-
99140.9,01:37:22:814,-,-,0.0,0.0,-
99156.9,01:37:22:830,-,-,0.0,0.0,-
99173.8,01:37:22:847,-,-,0.0,0.0,-
99190.2,01:37:22:863,-,-,0.0,0.0,-
99206.8,01:37:22:880,-,-,0.0,0.0,-
99223.6,01:37:22:897,-,-,0.0,0.0,-
99239.8,01:37:22:913,-,-,0.0,0.0,-
99256.9,01:37:22:930,-,-,0.0,0.0,-
99273.7,01:37:22:947,-,-,0.0,0.0,-
99289.7,01:37:22:963,-,-,0.0,0.0,-
99306.6,01:37:22:980,-,-,0.0,0.0,-
99322.8,01:37:22:996,-,-,0.0,0.0,White Space
99339.8,01:37:23:013,-,-,0.0,0.0,White Space
99356.2,01:37:23:029,-,-,0.0,0.0,White Space
99372.7,01:37:23:046,-,-,0.0,0.0,White Space
99389.8,01:37:23:063,-,-,0.0,0.0,White Space
99405.8,01:37:23:079,-,-,0.0,0.0,White Space
99422.5,01:37:23:095,-,-,0.0,0.0,White Space
99438.9,01:37:23:112,-,-,0.0,0.0,White Space
99455.5,01:37:23:128,-,-,0.0,0.0,White Space
99472.1,01:37:23:145,-,-,0.0,0.0,White Space
99488.7,01:37:23:162,-,-,0.0,0.0,White Space
99505.3,01:37:23:178,-,-,0.0,0.0,-
99521.9,01:37:23:195,-,-,0.0,0.0,-
99538.5,01:37:23:211,-,-,0.0,0.0,-
99555.1,01:37:23:228,-,-,0.0,0.0,-
99571.6,01:37:23:245,-,-,0.0,0.0,-
99588.3,01:37:23:261,-,-,0.0,0.0,-
99604.9,01:37:23:278,-,-,0.0,0.0,-
99621.5,01:37:23:294,-,-,0.0,0.0,-
99638,01:37:23:311,-,-,0.0,0.0,-
99654.6,01:37:23:328,-,-,0.0,0.0,-
99671.3,01:37:23:344,-,-,0.0,0.0,-
99687.9,01:37:23:361,-,-,0.0,0.0,-
99704.3,01:37:23:377,-,-,0.0,0.0,-
99721,01:37:23:394,-,-,0.0,0.0,-
99737.6,01:37:23:411,-,-,0.0,0.0,-
99754.9,01:37:23:428,-,-,0.0,0.0,-
99770.9,01:37:23:444,-,-,0.0,0.0,-
99787.6,01:37:23:461,-,-,0.0,0.0,-
99804.4,01:37:23:477,-,-,0.0,0.0,-
99820.9,01:37:23:494,Visual Intake,1643,736.6,183.4,Spool 3
99837.4,01:37:23:510,Visual Intake,1643,736.6,183.4,Spool 3
99854,01:37:23:527,Visual Intake,1643,736.6,183.4,Spool 3
99870.4,01:37:23:543,Visual Intake,1643,736.6,183.4,Spool 3
99887.6,01:37:23:561,Visual Intake,1643,736.6,183.4,Spool 3
99903.6,01:37:23:577,Visual Intake,1643,736.6,183.4,Spool 3
99920.1,01:37:23:593,Visual Intake,1643,736.6,183.4,Spool 3
99937.4,01:37:23:610,Visual Intake,1643,736.6,183.4,Spool 3
99953.4,01:37:23:626,Saccade,148,736.6,183.4,Spool 3
99970.3,01:37:23:643,-,-,0.0,0.0,-
99986.8,01:37:23:660,-,-,0.0,0.0,-
100003.6,01:37:23:677,Visual Intake,1644,652.9,78.6,Spool 3
100020.1,01:37:23:693,Visual Intake,1644,652.9,78.6,Spool 3
100036.6,01:37:23:710,Visual Intake,1644,652.9,78.6,Spool 3
100053.4,01:37:23:726,Visual Intake,1644,652.9,78.6,Spool 3
100070.1,01:37:23:743,Visual Intake,1644,652.9,78.6,Spool 3
100086.3,01:37:23:759,Visual Intake,1644,652.9,78.6,Spool 3
100103.1,01:37:23:776,Visual Intake,1644,652.9,78.6,Spool 3
100119.6,01:37:23:793,Visual Intake,1644,652.9,78.6,Spool 3
100136.4,01:37:23:809,Visual Intake,1644,652.9,78.6,Spool 3
100153.2,01:37:23:826,Visual Intake,1644,652.9,78.6,Spool 3
100169.3,01:37:23:842,Saccade,149,652.9,78.6,Spool 3
100186.2,01:37:23:859,-,-,0.0,0.0,-
100202.5,01:37:23:875,Visual Intake,1645,697.2,37.8,Spool 3
100219.3,01:37:23:892,Visual Intake,1645,697.2,37.8,Spool 3
100235.9,01:37:23:909,Visual Intake,1645,697.2,37.8,Spool 3
100252.3,01:37:23:925,Visual Intake,1645,697.2,37.8,Spool 3
100269.2,01:37:23:942,Visual Intake,1645,697.2,37.8,Spool 3
100285.5,01:37:23:958,Visual Intake,1645,697.2,37.8,Spool 3
100302.6,01:37:23:976,Visual Intake,1645,697.2,37.8,Spool 3
100318.6,01:37:23:992,Visual Intake,1645,697.2,37.8,Spool 3
100335.2,01:37:24:008,Visual Intake,1645,697.2,37.8,Spool 3
100351.7,01:37:24:025,Visual Intake,1645,697.2,37.8,Spool 3
100368.4,01:37:24:041,Visual Intake,1645,697.2,37.8,Spool 3
100385.5,01:37:24:059,Visual Intake,1645,697.2,37.8,Spool 3
100401.9,01:37:24:075,Visual Intake,1645,697.2,37.8,Spool 3
100418.2,01:37:24:091,Visual Intake,1645,697.2,37.8,Spool 3
100435.3,01:37:24:108,Visual Intake,1645,697.2,37.8,Spool 3
100451.4,01:37:24:124,Visual Intake,1645,697.2,37.8,Spool 3
100468,01:37:24:141,Visual Intake,1645,697.2,37.8,Spool 3
100484.6,01:37:24:158,Visual Intake,1645,697.2,37.8,Spool 3
100501.2,01:37:24:174,Visual Intake,1645,697.2,37.8,Spool 3
100518,01:37:24:191,Visual Intake,1645,697.2,37.8,Spool 3
100534.4,01:37:24:207,Visual Intake,1645,697.2,37.8,Spool 3
100551.3,01:37:24:224,Visual Intake,1645,697.2,37.8,Spool 3
100568,01:37:24:241,Visual Intake,1645,697.2,37.8,Spool 3
100584.2,01:37:24:257,Visual Intake,1645,697.2,37.8,Spool 3
100601.3,01:37:24:274,Visual Intake,1645,697.2,37.8,Spool 3
100617.3,01:37:24:290,Visual Intake,1645,697.2,37.8,Spool 3
100634,01:37:24:307,Saccade,150,697.2,37.8,Spool 3
100651,01:37:24:324,-,-,0.0,0.0,-
100667.2,01:37:24:340,-,-,0.0,0.0,-
100684.1,01:37:24:357,-,-,0.0,0.0,-
100700.3,01:37:24:373,-,-,0.0,0.0,-
100717.3,01:37:24:390,-,-,0.0,0.0,-
100733.8,01:37:24:407,-,-,0.0,0.0,-
100750.2,01:37:24:423,Visual Intake,1646,685.8,40.3,Spool 3
100767.1,01:37:24:440,Visual Intake,1646,685.8,40.3,Spool 3
100783.3,01:37:24:456,Visual Intake,1646,685.8,40.3,Spool 3
100800.3,01:37:24:473,Visual Intake,1646,685.8,40.3,Spool 3
100816.6,01:37:24:490,Visual Intake,1646,685.8,40.3,Spool 3
100832.9,01:37:24:506,Visual Intake,1646,685.8,40.3,Spool 3
100850.1,01:37:24:523,Visual Intake,1646,685.8,40.3,Spool 3
100866.2,01:37:24:539,Visual Intake,1646,685.8,40.3,Spool 3
100882.9,01:37:24:556,Visual Intake,1646,685.8,40.3,Spool 3
100899.8,01:37:24:573,Visual Intake,1646,685.8,40.3,Spool 3
100915.8,01:37:24:589,Visual Intake,1646,685.8,40.3,Spool 3
100932.9,01:37:24:606,Visual Intake,1646,685.8,40.3,Spool 3
100949.3,01:37:24:622,Visual Intake,1646,685.8,40.3,Spool 3
100965.9,01:37:24:639,Visual Intake,1646,685.8,40.3,Spool 3
100982.9,01:37:24:656,Saccade,151,685.8,40.3,Spool 3
100998.9,01:37:24:672,-,-,0.0,0.0,-
101016.1,01:37:24:689,-,-,0.0,0.0,-
101032.1,01:37:24:705,Visual Intake,1647,647.4,212.8,Spool 3
101049,01:37:24:722,Visual Intake,1647,647.4,212.8,Spool 3
101065.9,01:37:24:739,Visual Intake,1647,647.4,212.8,Spool 3
101081.9,01:37:24:755,Visual Intake,1647,647.4,212.8,Spool 3
101099.1,01:37:24:772,Visual Intake,1647,647.4,212.8,Spool 3
101115.2,01:37:24:788,Visual Intake,1647,647.4,212.8,Spool 3
101132,01:37:24:805,Visual Intake,1647,647.4,212.8,Spool 3
101148.8,01:37:24:822,Visual Intake,1647,647.4,212.8,Spool 3
101165.1,01:37:24:838,Visual Intake,1647,647.4,212.8,Spool 3
101182.1,01:37:24:855,Visual Intake,1647,647.4,212.8,Spool 3
101198.2,01:37:24:871,Visual Intake,1647,647.4,212.8,Spool 3
101215.3,01:37:24:888,Visual Intake,1647,647.4,212.8,Spool 3
101231.5,01:37:24:904,Visual Intake,1647,647.4,212.8,Spool 3
101247.8,01:37:24:921,Visual Intake,1647,647.4,212.8,Spool 3
101264.5,01:37:24:937,Visual Intake,1647,647.4,212.8,Spool 3
101281.2,01:37:24:954,Visual Intake,1647,647.4,212.8,Spool 3
101298.2,01:37:24:971,Visual Intake,1647,647.4,212.8,Spool 3
101314.2,01:37:24:987,Visual Intake,1647,647.4,212.8,Spool 3
101331,01:37:25:004,Visual Intake,1647,647.4,212.8,Spool 3
101347.8,01:37:25:021,Visual Intake,1647,647.4,212.8,Spool 3
101364.2,01:37:25:037,Visual Intake,1647,647.4,212.8,Spool 3
101381.3,01:37:25:054,Visual Intake,1647,647.4,212.8,Spool 3
101397.6,01:37:25:071,Visual Intake,1647,647.4,212.8,Spool 3
101414,01:37:25:087,Visual Intake,1647,647.4,212.8,Spool 3
101430.7,01:37:25:104,Visual Intake,1647,647.4,212.8,Spool 3
101447,01:37:25:120,Visual Intake,1647,647.4,212.8,Spool 3
101463.9,01:37:25:137,Saccade,152,647.4,212.8,Spool 3
101480.7,01:37:25:154,-,-,0.0,0.0,-
101496.8,01:37:25:170,-,-,0.0,0.0,-
101513.8,01:37:25:187,Visual Intake,1648,674.8,-25.5,-
101530.1,01:37:25:203,Visual Intake,1648,674.8,-25.5,-
101546.7,01:37:25:220,Visual Intake,1648,674.8,-25.5,-
101563.6,01:37:25:237,Visual Intake,1648,674.8,-25.5,-
101580,01:37:25:253,Visual Intake,1648,674.8,-25.5,-
101596.5,01:37:25:269,Visual Intake,1648,674.8,-25.5,-
101613.1,01:37:25:286,Visual Intake,1648,674.8,-25.5,-
101630.2,01:37:25:303,Visual Intake,1648,674.8,-25.5,-
101646.5,01:37:25:320,Visual Intake,1648,674.8,-25.5,-
101662.8,01:37:25:336,Visual Intake,1648,674.8,-25.5,-
101679.5,01:37:25:353,Saccade,153,674.8,-25.5,-
101695.9,01:37:25:369,-,-,0.0,0.0,-
101713,01:37:25:386,Visual Intake,1649,708.2,-56.4,-
101729.8,01:37:25:403,Visual Intake,1649,708.2,-56.4,-
101745.7,01:37:25:419,Visual Intake,1649,708.2,-56.4,-
101762.4,01:37:25:435,Visual Intake,1649,708.2,-56.4,-
101778.8,01:37:25:452,Visual Intake,1649,708.2,-56.4,-
101796.1,01:37:25:469,Visual Intake,1649,708.2,-56.4,-
101812.2,01:37:25:485,Visual Intake,1649,708.2,-56.4,-
101828.7,01:37:25:502,Visual Intake,1649,708.2,-56.4,-
101845.7,01:37:25:519,Visual Intake,1649,708.2,-56.4,-
101862,01:37:25:535,Visual Intake,1649,708.2,-56.4,-
101878.8,01:37:25:552,Visual Intake,1649,708.2,-56.4,-
101895.2,01:37:25:568,Visual Intake,1649,708.2,-56.4,-
101911.6,01:37:25:585,Visual Intake,1649,708.2,-56.4,-
101928.3,01:37:25:601,Visual Intake,1649,708.2,-56.4,-
101945.4,01:37:25:618,Saccade,154,708.2,-56.4,-
101961.5,01:37:25:634,-,-,0.0,0.0,-
101978.7,01:37:25:652,-,-,0.0,0.0,-
101994.7,01:37:25:668,Visual Intake,1650,460.7,4.9,White Space
102011.6,01:37:25:685,Visual Intake,1650,460.7,4.9,White Space
102028.3,01:37:25:701,Visual Intake,1650,460.7,4.9,White Space
102044.6,01:37:25:718,Visual Intake,1650,460.7,4.9,White Space
102061.3,01:37:25:734,Visual Intake,1650,460.7,4.9,White Space
102077.7,01:37:25:751,Visual Intake,1650,460.7,4.9,White Space
102094.2,01:37:25:767,Visual Intake,1650,460.7,4.9,White Space
102111,01:37:25:784,Visual Intake,1650,460.7,4.9,White Space
102127.6,01:37:25:801,Visual Intake,1650,460.7,4.9,White Space
102144.1,01:37:25:817,Visual Intake,1650,460.7,4.9,White Space
102160.4,01:37:25:833,Saccade,155,460.7,4.9,White Space
102177.6,01:37:25:851,-,-,0.0,0.0,-
102194.3,01:37:25:867,-,-,0.0,0.0,-
102210.6,01:37:25:884,Visual Intake,1651,510.3,36.4,Spool 3
102227.6,01:37:25:901,Visual Intake,1651,510.3,36.4,Spool 3
102243.7,01:37:25:917,Visual Intake,1651,510.3,36.4,Spool 3
102260.4,01:37:25:933,Visual Intake,1651,510.3,36.4,Spool 3
102277.4,01:37:25:950,Visual Intake,1651,510.3,36.4,Spool 3
102293.2,01:37:25:966,Visual Intake,1651,510.3,36.4,Spool 3
102310.4,01:37:25:983,Saccade,156,510.3,36.4,Spool 3
102326.5,01:37:26:000,-,-,0.0,0.0,-
102343.7,01:37:26:017,-,-,0.0,0.0,-
102359.7,01:37:26:033,Visual Intake,1652,699.3,-46.0,-
102376.5,01:37:26:049,Visual Intake,1652,699.3,-46.0,-
102393.6,01:37:26:067,Visual Intake,1652,699.3,-46.0,-
102409.8,01:37:26:083,Visual Intake,1652,699.3,-46.0,-
102426.5,01:37:26:099,Visual Intake,1652,699.3,-46.0,-
102443.1,01:37:26:116,Visual Intake,1652,699.3,-46.0,-
102459.3,01:37:26:132,Visual Intake,1652,699.3,-46.0,-
102476.2,01:37:26:149,Visual Intake,1652,699.3,-46.0,-
102492.8,01:37:26:166,Visual Intake,1652,699.3,-46.0,-
102509.7,01:37:26:183,Visual Intake,1652,699.3,-46.0,-
102526,01:37:26:199,Visual Intake,1652,699.3,-46.0,-
102542.4,01:37:26:215,Visual Intake,1652,699.3,-46.0,-
102559.6,01:37:26:233,Visual Intake,1652,699.3,-46.0,-
102575.6,01:37:26:249,Visual Intake,1652,699.3,-46.0,-
102592.4,01:37:26:265,Visual Intake,1652,699.3,-46.0,-
102609.2,01:37:26:282,Visual Intake,1652,699.3,-46.0,-
102625.3,01:37:26:298,Visual Intake,1652,699.3,-46.0,-
102642.4,01:37:26:315,Visual Intake,1652,699.3,-46.0,-
102658.4,01:37:26:331,Visual Intake,1652,699.3,-46.0,-
102675.6,01:37:26:349,Visual Intake,1652,699.3,-46.0,-
102692.2,01:37:26:365,Visual Intake,1652,699.3,-46.0,-
102708.2,01:37:26:381,Visual Intake,1652,699.3,-46.0,-
102724.7,01:37:26:398,Visual Intake,1652,699.3,-46.0,-
102741.4,01:37:26:414,Visual Intake,1652,699.3,-46.0,-
102758.3,01:37:26:431,Saccade,157,699.3,-46.0,-
102774.9,01:37:26:448,-,-,0.0,0.0,-
102791.2,01:37:26:464,-,-,0.0,0.0,-
102808.5,01:37:26:481,-,-,0.0,0.0,-
102824.5,01:37:26:497,-,-,0.0,0.0,-
102841.2,01:37:26:514,-,-,0.0,0.0,-
102857.8,01:37:26:531,-,-,0.0,0.0,-
102874.2,01:37:26:547,Visual Intake,1653,695.1,-1.1,-
102891,01:37:26:564,Visual Intake,1653,695.1,-1.1,-
102907.4,01:37:26:580,Visual Intake,1653,695.1,-1.1,-
102924,01:37:26:597,Visual Intake,1653,695.1,-1.1,-
102941,01:37:26:614,Visual Intake,1653,695.1,-1.1,-
102957.2,01:37:26:630,Visual Intake,1653,695.1,-1.1,-
102974.4,01:37:26:647,Visual Intake,1653,695.1,-1.1,-
102990.5,01:37:26:663,Visual Intake,1653,695.1,-1.1,-
103007.2,01:37:26:680,Visual Intake,1653,695.1,-1.1,-
103024.1,01:37:26:697,Visual Intake,1653,695.1,-1.1,-
103040,01:37:26:713,Visual Intake,1653,695.1,-1.1,-
103057.3,01:37:26:730,Visual Intake,1653,695.1,-1.1,-
103073.3,01:37:26:746,Visual Intake,1653,695.1,-1.1,-
103090.6,01:37:26:764,Saccade,158,695.1,-1.1,-
103106.9,01:37:26:780,-,-,0.0,0.0,-
103123.1,01:37:26:796,-,-,0.0,0.0,-
103139.9,01:37:26:813,Visual Intake,1654,629.7,56.3,Spool 3
103156.3,01:37:26:829,Visual Intake,1654,629.7,56.3,Spool 3
103173.3,01:37:26:846,Visual Intake,1654,629.7,56.3,Spool 3
103190.1,01:37:26:863,Visual Intake,1654,629.7,56.3,Spool 3
103206.1,01:37:26:879,Visual Intake,1654,629.7,56.3,Spool 3
103223.3,01:37:26:896,Visual Intake,1654,629.7,56.3,Spool 3
103239.3,01:37:26:912,Visual Intake,1654,629.7,56.3,Spool 3
103256.2,01:37:26:929,Visual Intake,1654,629.7,56.3,Spool 3
103272.5,01:37:26:946,Visual Intake,1654,629.7,56.3,Spool 3
103288.9,01:37:26:962,Visual Intake,1654,629.7,56.3,Spool 3
103306.1,01:37:26:979,Visual Intake,1654,629.7,56.3,Spool 3
103322.3,01:37:26:995,Visual Intake,1654,629.7,56.3,Spool 3
103339.3,01:37:27:012,Visual Intake,1654,629.7,56.3,Spool 3
103356,01:37:27:029,Visual Intake,1654,629.7,56.3,Spool 3
103372,01:37:27:045,Visual Intake,1654,629.7,56.3,Spool 3
103389.2,01:37:27:062,Visual Intake,1654,629.7,56.3,Spool 3
103405.3,01:37:27:078,Saccade,159,629.7,56.3,Spool 3
103422.4,01:37:27:095,-,-,0.0,0.0,-
103439,01:37:27:112,Visual Intake,1655,580.2,106.9,Spool 3
103455,01:37:27:128,Visual Intake,1655,580.2,106.9,Spool 3
103471.7,01:37:27:145,Visual Intake,1655,580.2,106.9,Spool 3
103488.1,01:37:27:161,Visual Intake,1655,580.2,106.9,Spool 3
103505.5,01:37:27:178,Visual Intake,1655,580.2,106.9,Spool 3
103521.8,01:37:27:195,Visual Intake,1655,580.2,106.9,Spool 3
103538,01:37:27:211,Visual Intake,1655,580.2,106.9,Spool 3
103554.9,01:37:27:228,Saccade,160,580.2,106.9,Spool 3
103571.2,01:37:27:244,-,-,0.0,0.0,-
103588.4,01:37:27:261,-,-,0.0,0.0,-
103604.6,01:37:27:278,Visual Intake,1656,608.2,98.3,Spool 3
103620.9,01:37:27:294,Visual Intake,1656,608.2,98.3,Spool 3
103638.2,01:37:27:311,Visual Intake,1656,608.2,98.3,Spool 3
103654.2,01:37:27:327,Visual Intake,1656,608.2,98.3,Spool 3
103671.4,01:37:27:344,Visual Intake,1656,608.2,98.3,Spool 3
103687.8,01:37:27:361,Visual Intake,1656,608.2,98.3,Spool 3
103703.8,01:37:27:377,Visual Intake,1656,608.2,98.3,Spool 3
103721,01:37:27:394,Visual Intake,1656,608.2,98.3,Spool 3
103737.2,01:37:27:410,Visual Intake,1656,608.2,98.3,Spool 3
103753.9,01:37:27:427,Visual Intake,1656,608.2,98.3,Spool 3
103770.8,01:37:27:444,Visual Intake,1656,608.2,98.3,Spool 3
103787,01:37:27:460,Visual Intake,1656,608.2,98.3,Spool 3
103804.1,01:37:27:477,Visual Intake,1656,608.2,98.3,Spool 3
103820.2,01:37:27:493,Visual Intake,1656,608.2,98.3,Spool 3
103837.1,01:37:27:510,Visual Intake,1656,608.2,98.3,Spool 3
103853.9,01:37:27:527,Visual Intake,1656,608.2,98.3,Spool 3
103869.9,01:37:27:543,Saccade,161,608.2,98.3,Spool 3
103886.7,01:37:27:560,-,-,0.0,0.0,-
103903.1,01:37:27:576,-,-,0.0,0.0,-
103919.7,01:37:27:593,-,-,0.0,0.0,-
103936.9,01:37:27:610,-,-,0.0,0.0,-
103952.8,01:37:27:626,-,-,0.0,0.0,-
103970.1,01:37:27:643,-,-,0.0,0.0,-
103986.5,01:37:27:659,Visual Intake,1657,603.2,72.6,Spool 3
104002.6,01:37:27:676,Visual Intake,1657,603.2,72.6,Spool 3
104019.8,01:37:27:693,Visual Intake,1657,603.2,72.6,Spool 3
104035.9,01:37:27:709,Visual Intake,1657,603.2,72.6,Spool 3
104052.7,01:37:27:726,Visual Intake,1657,603.2,72.6,Spool 3
104069.5,01:37:27:742,Visual Intake,1657,603.2,72.6,Spool 3
104085.8,01:37:27:759,Visual Intake,1657,603.2,72.6,Spool 3
104102.9,01:37:27:776,Visual Intake,1657,603.2,72.6,Spool 3
104118.8,01:37:27:792,Visual Intake,1657,603.2,72.6,Spool 3
104135.9,01:37:27:809,Visual Intake,1657,603.2,72.6,Spool 3
104152.2,01:37:27:825,Visual Intake,1657,603.2,72.6,Spool 3
104168.8,01:37:27:842,Visual Intake,1657,603.2,72.6,Spool 3
104185.4,01:37:27:858,Visual Intake,1657,603.2,72.6,Spool 3
104202,01:37:27:875,Visual Intake,1657,603.2,72.6,Spool 3
104218.9,01:37:27:892,Visual Intake,1657,603.2,72.6,Spool 3
104235.2,01:37:27:908,Visual Intake,1657,603.2,72.6,Spool 3
104251.7,01:37:27:925,Visual Intake,1657,603.2,72.6,Spool 3
104268.7,01:37:27:942,Visual Intake,1657,603.2,72.6,Spool 3
104284.9,01:37:27:958,Visual Intake,1657,603.2,72.6,Spool 3
104301.9,01:37:27:975,Saccade,162,603.2,72.6,Spool 3
104318.2,01:37:27:991,-,-,0.0,0.0,-
104334.7,01:37:28:008,-,-,0.0,0.0,-
104351.7,01:37:28:025,Visual Intake,1658,549.1,106.7,Spool 3
104367.9,01:37:28:041,Visual Intake,1658,549.1,106.7,Spool 3
104385,01:37:28:058,Visual Intake,1658,549.1,106.7,Spool 3
104401.2,01:37:28:074,Visual Intake,1658,549.1,106.7,Spool 3
104417.7,01:37:28:091,Visual Intake,1658,549.1,106.7,Spool 3
104434.6,01:37:28:108,Visual Intake,1658,549.1,106.7,Spool 3
104450.9,01:37:28:124,Visual Intake,1658,549.1,106.7,Spool 3
104467.3,01:37:28:140,Visual Intake,1658,549.1,106.7,Spool 3
104483.9,01:37:28:157,Visual Intake,1658,549.1,106.7,Spool 3
104500.6,01:37:28:174,Visual Intake,1658,549.1,106.7,Spool 3
104517.1,01:37:28:190,Visual Intake,1658,549.1,106.7,Spool 3
104533.6,01:37:28:207,Visual Intake,1658,549.1,106.7,Spool 3
104550.2,01:37:28:223,Visual Intake,1658,549.1,106.7,Spool 3
104566.9,01:37:28:240,Visual Intake,1658,549.1,106.7,Spool 3
104583.5,01:37:28:257,Visual Intake,1658,549.1,106.7,Spool 3
104600.1,01:37:28:273,Visual Intake,1658,549.1,106.7,Spool 3
104616.7,01:37:28:290,Visual Intake,1658,549.1,106.7,Spool 3
104633.3,01:37:28:306,Visual Intake,1658,549.1,106.7,Spool 3
104649.9,01:37:28:323,Visual Intake,1658,549.1,106.7,Spool 3
104666.5,01:37:28:339,Visual Intake,1658,549.1,106.7,Spool 3
104683,01:37:28:356,Visual Intake,1658,549.1,106.7,Spool 3
104699.5,01:37:28:373,Saccade,163,549.1,106.7,Spool 3
104716.3,01:37:28:389,-,-,0.0,0.0,-
104732.9,01:37:28:406,-,-,0.0,0.0,-
104749.3,01:37:28:422,Visual Intake,1659,516.8,124.9,Spool 3
104766.4,01:37:28:439,Visual Intake,1659,516.8,124.9,Spool 3
104782.7,01:37:28:456,Visual Intake,1659,516.8,124.9,Spool 3
104799.9,01:37:28:473,Visual Intake,1659,516.8,124.9,Spool 3
104816.1,01:37:28:489,Visual Intake,1659,516.8,124.9,Spool 3
104832.4,01:37:28:505,Visual Intake,1659,516.8,124.9,Spool 3
104849.3,01:37:28:522,Visual Intake,1659,516.8,124.9,Spool 3
104865.7,01:37:28:539,Visual Intake,1659,516.8,124.9,Spool 3
104882.6,01:37:28:556,Visual Intake,1659,516.8,124.9,Spool 3
104899.3,01:37:28:572,Visual Intake,1659,516.8,124.9,Spool 3
104915.4,01:37:28:588,Visual Intake,1659,516.8,124.9,Spool 3
104932.3,01:37:28:605,Visual Intake,1659,516.8,124.9,Spool 3
104948.6,01:37:28:622,Visual Intake,1659,516.8,124.9,Spool 3
104965.3,01:37:28:638,Visual Intake,1659,516.8,124.9,Spool 3
104982,01:37:28:655,Visual Intake,1659,516.8,124.9,Spool 3
104998.4,01:37:28:671,Visual Intake,1659,516.8,124.9,Spool 3
105015.7,01:37:28:689,Visual Intake,1659,516.8,124.9,Spool 3
105031.7,01:37:28:705,Visual Intake,1659,516.8,124.9,Spool 3
105048.7,01:37:28:722,Visual Intake,1659,516.8,124.9,Spool 3
105065.2,01:37:28:738,Visual Intake,1659,516.8,124.9,Spool 3
105081.4,01:37:28:754,Visual Intake,1659,516.8,124.9,Spool 3
105098.6,01:37:28:772,Visual Intake,1659,516.8,124.9,Spool 3
105114.5,01:37:28:788,Saccade,164,516.8,124.9,Spool 3
105131.6,01:37:28:805,-,-,0.0,0.0,-
105148.5,01:37:28:821,-,-,0.0,0.0,-
